city	month	avg_max_temperature	avg_min_temperature	avg_precipitation	histroy_max_temperature	histroy_min_temperature
平果	11月	25℃	15℃	44mm	33℃(1997)	33℃(1997)
平果	12月	21℃	11℃	25mm	32℃(2002)	32℃(2002)
平湖	1月	8℃	1℃	61mm	24℃(1967)	24℃(1967)
平湖	2月	9℃	2℃	71mm	26℃(1987)	26℃(1987)
平湖	3月	13℃	6℃	103mm	30℃(2007)	30℃(2007)
平湖	4月	18℃	11℃	111mm	31℃(2004)	31℃(2004)
平湖	5月	23℃	16℃	127mm	34℃(1963)	34℃(1963)
平湖	6月	27℃	21℃	174mm	36℃(2006)	36℃(2006)
平湖	7月	32℃	25℃	130mm	38℃(1988)	38℃(1988)
平湖	8月	31℃	25℃	133mm	38℃(1998)	38℃(1998)
平湖	9月	27℃	20℃	144mm	37℃(1995)	37℃(1995)
平湖	10月	22℃	14℃	62mm	33℃(1984)	33℃(1984)
平湖	11月	17℃	8℃	53mm	28℃(1957)	28℃(1957)
平湖	12月	11℃	3℃	44mm	26℃(1968)	26℃(1968)
平江	1月	9℃	1℃	69mm	25℃(1967)	25℃(1967)
平江	2月	11℃	3℃	90mm	28℃(1979)	28℃(1979)
平江	3月	16℃	7℃	143mm	33℃(2007)	33℃(2007)
平江	4月	22℃	13℃	199mm	35℃(2004)	35℃(2004)
平江	5月	27℃	18℃	221mm	36℃(1958)	36℃(1958)
平江	6月	30℃	22℃	230mm	39℃(1961)	39℃(1961)
平江	7月	34℃	24℃	157mm	40℃(1971)	40℃(1971)
平江	8月	33℃	24℃	128mm	41℃(2003)	41℃(2003)
平江	9月	29℃	20℃	70mm	39℃(1964)	39℃(1964)
平江	10月	24℃	14℃	72mm	35℃(1992)	35℃(1992)
平江	11月	18℃	8℃	70mm	32℃(2003)	32℃(2003)
平江	12月	12℃	3℃	43mm	26℃(1968)	26℃(1968)
平凉	1月	2℃	-10℃	3mm	17℃(1979)	17℃(1979)
平凉	2月	5℃	-6℃	5mm	23℃(1996)	23℃(1996)
平凉	3月	11℃	-1℃	14mm	28℃(2004)	28℃(2004)
平凉	4月	17℃	4℃	30mm	33℃(2006)	33℃(2006)
平凉	5月	22℃	9℃	47mm	33℃(1981)	33℃(1981)
平凉	6月	26℃	13℃	62mm	36℃(2006)	36℃(2006)
平凉	7月	27℃	16℃	109mm	36℃(1997)	36℃(1997)
平凉	8月	26℃	15℃	101mm	35℃(1973)	35℃(1973)
平凉	9月	20℃	10℃	75mm	34℃(1997)	34℃(1997)
平凉	10月	15℃	4℃	39mm	28℃(1987)	28℃(1987)
平凉	11月	9℃	-2℃	11mm	23℃(1987)	23℃(1987)
平凉	12月	3℃	-8℃	2mm	18℃(1989)	18℃(1989)
平潭	1月	14℃	9℃	46mm	26℃(1998)	26℃(1998)
平潭	2月	13℃	9℃	76mm	27℃(2004)	27℃(2004)
平潭	3月	16℃	11℃	114mm	29℃(2000)	29℃(2000)
平潭	4月	21℃	15℃	123mm	31℃(1964)	31℃(1964)
平潭	5月	25℃	20℃	167mm	33℃(1963)	33℃(1963)
平潭	6月	28℃	24℃	242mm	34℃(2001)	34℃(2001)
平潭	7月	31℃	26℃	110mm	36℃(2002)	36℃(2002)
平潭	8月	31℃	26℃	120mm	37℃(1966)	37℃(1966)
平潭	9月	29℃	24℃	126mm	35℃(2006)	35℃(2006)
平潭	10月	25℃	21℃	36mm	33℃(1983)	33℃(1983)
平潭	11月	21℃	17℃	35mm	29℃(1972)	29℃(1972)
平潭	12月	16℃	12℃	29mm	28℃(1968)	28℃(1968)
平武	1月	9℃	1℃	4mm	20℃(2003)	20℃(2003)
平武	2月	11℃	3℃	7mm	22℃(2007)	22℃(2007)
平武	3月	16℃	7℃	19mm	31℃(2007)	31℃(2007)
平武	4月	22℃	11℃	48mm	34℃(2004)	34℃(2004)
平武	5月	26℃	15℃	83mm	36℃(2006)	36℃(2006)
平武	6月	28℃	18℃	101mm	38℃(2006)	38℃(2006)
平武	7月	30℃	20℃	187mm	39℃(2002)	39℃(2002)
平武	8月	29℃	20℃	177mm	37℃(1994)	37℃(1994)
平武	9月	24℃	17℃	121mm	34℃(1997)	34℃(1997)
平武	10月	20℃	12℃	48mm	30℃(2002)	30℃(2002)
平武	11月	15℃	7℃	12mm	25℃(2003)	25℃(2003)
平武	12月	11℃	2℃	2mm	20℃(1968)	20℃(1968)
平遥	1月	3℃	-9℃	3mm	--	--
平遥	2月	6℃	-6℃	3mm	--	--
平遥	3月	12℃	-1℃	9mm	--	--
平遥	4月	20℃	6℃	18mm	--	--
平遥	5月	25℃	11℃	21mm	--	--
平遥	6月	29℃	15℃	42mm	--	--
平遥	7月	30℃	19℃	72mm	--	--
平遥	8月	28℃	17℃	69mm	--	--
平遥	9月	24℃	11℃	38mm	--	--
平遥	10月	18℃	5℃	26mm	--	--
平遥	11月	10℃	-2℃	9mm	--	--
平遥	12月	4℃	-7℃	3mm	--	--
屏边	1月	13℃	7℃	27mm	28℃(1957)	28℃(1957)
屏边	2月	15℃	8℃	35mm	30℃(1955)	30℃(1955)
屏边	3月	20℃	11℃	54mm	34℃(1956)	34℃(1956)
屏边	4月	23℃	14℃	103mm	36℃(1956)	36℃(1956)
屏边	5月	25℃	17℃	172mm	37℃(1954)	37℃(1954)
屏边	6月	25℃	19℃	239mm	34℃(1954)	34℃(1954)
屏边	7月	25℃	19℃	319mm	33℃(1955)	33℃(1955)
屏边	8月	26℃	18℃	308mm	33℃(1956)	33℃(1956)
屏边	9月	24℃	17℃	182mm	33℃(1956)	33℃(1956)
屏边	10月	21℃	15℃	105mm	30℃(1955)	30℃(1955)
屏边	11月	18℃	11℃	62mm	28℃(1954)	28℃(1954)
屏边	12月	15℃	8℃	28mm	26℃(1955)	26℃(1955)
浦城	1月	12℃	3℃	70mm	28℃(2008)	28℃(2008)
浦城	2月	13℃	5℃	114mm	30℃(1962)	30℃(1962)
浦城	3月	17℃	9℃	187mm	33℃(2007)	33℃(2007)
浦城	4月	23℃	14℃	229mm	38℃(1963)	38℃(1963)
浦城	5月	27℃	18℃	285mm	36℃(1963)	36℃(1963)
浦城	6月	30℃	21℃	350mm	38℃(1951)	38℃(1951)
浦城	7月	34℃	23℃	137mm	42℃(2003)	42℃(2003)
浦城	8月	33℃	23℃	118mm	41℃(2003)	41℃(2003)
浦城	9月	30℃	20℃	93mm	39℃(1995)	39℃(1995)
浦城	10月	26℃	14℃	57mm	37℃(2005)	37℃(2005)
浦城	11月	20℃	9℃	55mm	33℃(1996)	33℃(1996)
浦城	12月	15℃	4℃	46mm	28℃(1968)	28℃(1968)
普兰	1月	0℃	-15℃	9mm	11℃(1990)	11℃(1990)
普兰	2月	1℃	-13℃	13mm	14℃(2006)	14℃(2006)
普兰	3月	5℃	-9℃	23mm	16℃(2004)	16℃(2004)
普兰	4月	10℃	-3℃	13mm	19℃(1993)	19℃(1993)
普兰	5月	15℃	1℃	13mm	24℃(1984)	24℃(1984)
普兰	6月	19℃	6℃	9mm	27℃(1990)	27℃(1990)
普兰	7月	21℃	9℃	22mm	28℃(2006)	28℃(2006)
普兰	8月	21℃	8℃	24mm	26℃(1983)	26℃(1983)
普兰	9月	18℃	5℃	13mm	26℃(2004)	26℃(2004)
普兰	10月	12℃	-3℃	5mm	20℃(1974)	20℃(1974)
普兰	11月	8℃	-8℃	3mm	17℃(1977)	17℃(1977)
普兰	12月	3℃	-12℃	6mm	13℃(1987)	13℃(1987)
祁连	1月	-3℃	-21℃	1mm	12℃(1969)	12℃(1969)
祁连	2月	1℃	-17℃	2mm	17℃(2003)	17℃(2003)
祁连	3月	6℃	-11℃	7mm	22℃(2003)	22℃(2003)
祁连	4月	12℃	-4℃	15mm	28℃(1969)	28℃(1969)
祁连	5月	16℃	1℃	45mm	27℃(1981)	27℃(1981)
祁连	6月	19℃	4℃	71mm	30℃(1961)	30℃(1961)
祁连	7月	21℃	7℃	100mm	33℃(2000)	33℃(2000)
祁连	8月	20℃	6℃	87mm	31℃(1999)	31℃(1999)
祁连	9月	16℃	2℃	60mm	28℃(1977)	28℃(1977)
祁连	10月	11℃	-5℃	14mm	23℃(1959)	23℃(1959)
祁连	11月	4℃	-13℃	2mm	15℃(1993)	15℃(1993)
祁连	12月	-2℃	-19℃	1mm	8℃(1968)	8℃(1968)
齐齐哈尔	1月	-12℃	-24℃	2mm	2℃(1974)	2℃(1974)
齐齐哈尔	2月	-7℃	-20℃	2mm	13℃(1960)	13℃(1960)
齐齐哈尔	3月	2℃	-11℃	6mm	23℃(1980)	23℃(1980)
齐齐哈尔	4月	13℃	-1℃	18mm	31℃(1982)	31℃(1982)
齐齐哈尔	5月	21℃	8℃	31mm	36℃(1951)	36℃(1951)
齐齐哈尔	6月	26℃	15℃	65mm	41℃(2001)	41℃(2001)
齐齐哈尔	7月	28℃	18℃	136mm	40℃(1968)	40℃(1968)
齐齐哈尔	8月	26℃	17℃	95mm	38℃(1955)	38℃(1955)
齐齐哈尔	9月	20℃	9℃	45mm	32℃(2001)	32℃(2001)
齐齐哈尔	10月	11℃	0℃	18mm	27℃(1979)	27℃(1979)
齐齐哈尔	11月	-1℃	-11℃	4mm	15℃(1954)	15℃(1954)
齐齐哈尔	12月	-10℃	-21℃	4mm	7℃(1955)	7℃(1955)
奇台	1月	-9℃	-24℃	5mm	7℃(2002)	7℃(2002)
奇台	2月	-6℃	-21℃	6mm	9℃(1968)	9℃(1968)
奇台	3月	4℃	-9℃	10mm	26℃(1989)	26℃(1989)
奇台	4月	17℃	2℃	19mm	35℃(1998)	35℃(1998)
奇台	5月	24℃	9℃	19mm	37℃(1951)	37℃(1951)
奇台	6月	29℃	14℃	24mm	39℃(1966)	39℃(1966)
奇台	7月	31℃	16℃	29mm	42℃(2006)	42℃(2006)
奇台	8月	30℃	14℃	21mm	41℃(1952)	41℃(1952)
奇台	9月	24℃	8℃	19mm	38℃(2005)	38℃(2005)
奇台	10月	15℃	0℃	15mm	31℃(1964)	31℃(1964)
奇台	11月	3℃	-9℃	11mm	25℃(1998)	25℃(1998)
奇台	12月	-7℃	-20℃	8mm	12℃(1989)	12℃(1989)
且末	1月	-1℃	-14℃	1mm	18℃(2000)	18℃(2000)
且末	2月	5℃	-9℃	0mm	21℃(1973)	21℃(1973)
且末	3月	15℃	-1℃	1mm	31℃(2007)	31℃(2007)
且末	4月	23℃	6℃	1mm	37℃(1994)	37℃(1994)
且末	5月	28℃	11℃	3mm	37℃(1956)	37℃(1956)
且末	6月	31℃	15℃	6mm	40℃(2001)	40℃(2001)
且末	7月	33℃	17℃	8mm	42℃(2001)	42℃(2001)
且末	8月	32℃	15℃	3mm	42℃(1983)	42℃(1983)
且末	9月	27℃	10℃	1mm	37℃(2005)	37℃(2005)
且末	10月	20℃	2℃	0mm	33℃(1987)	33℃(1987)
且末	11月	10℃	-5℃	0mm	24℃(1993)	24℃(1993)
且末	12月	1℃	-12℃	0mm	22℃(1996)	22℃(1996)
钦州	1月	18℃	11℃	33mm	--	--
钦州	2月	18℃	12℃	39mm	--	--
钦州	3月	21℃	16℃	52mm	--	--
钦州	4月	26℃	21℃	79mm	--	--
钦州	5月	30℃	24℃	182mm	--	--
钦州	6月	31℃	26℃	312mm	--	--
钦州	7月	32℃	26℃	365mm	--	--
钦州	8月	32℃	26℃	281mm	--	--
钦州	9月	31℃	24℃	105mm	--	--
钦州	10月	29℃	21℃	69mm	--	--
钦州	11月	25℃	17℃	46mm	--	--
钦州	12月	21℃	13℃	24mm	--	--
青岛	1月	3℃	-3℃	11mm	14℃(2002)	14℃(2002)
青岛	2月	5℃	-2℃	13mm	20℃(1996)	20℃(1996)
青岛	3月	9℃	2℃	20mm	22℃(1989)	22℃(1989)
青岛	4月	15℃	8℃	36mm	26℃(1967)	26℃(1967)
青岛	5月	20℃	13℃	54mm	34℃(1992)	34℃(1992)
青岛	6月	24℃	18℃	82mm	35℃(2004)	35℃(2004)
青岛	7月	27℃	22℃	165mm	39℃(2002)	39℃(2002)
青岛	8月	28℃	23℃	163mm	35℃(1966)	35℃(1966)
青岛	9月	25℃	19℃	84mm	37℃(2002)	37℃(2002)
青岛	10月	20℃	13℃	44mm	30℃(2006)	30℃(2006)
青岛	11月	13℃	6℃	29mm	23℃(2003)	23℃(2003)
青岛	12月	6℃	0℃	12mm	16℃(1987)	16℃(1987)
青河	1月	-13℃	-29℃	8mm	3℃(1961)	3℃(1961)
青河	2月	-8℃	-26℃	7mm	6℃(1963)	6℃(1963)
青河	3月	1℃	-14℃	8mm	21℃(1989)	21℃(1989)
青河	4月	12℃	-2℃	11mm	28℃(1959)	28℃(1959)
青河	5月	20℃	4℃	15mm	32℃(1991)	32℃(1991)
青河	6月	24℃	9℃	20mm	36℃(2001)	36℃(2001)
青河	7月	26℃	11℃	29mm	38℃(2004)	38℃(2004)
青河	8月	25℃	9℃	19mm	35℃(2002)	35℃(2002)
青河	9月	20℃	3℃	16mm	32℃(1998)	32℃(1998)
青河	10月	11℃	-4℃	12mm	26℃(1990)	26℃(1990)
青河	11月	-2℃	-16℃	18mm	16℃(2006)	16℃(2006)
青河	12月	-11℃	-26℃	12mm	4℃(1989)	4℃(1989)
青龙	1月	0℃	-14℃	2mm	--	--
青龙	2月	3℃	-10℃	2mm	--	--
青龙	3月	10℃	-3℃	8mm	--	--
青龙	4月	18℃	5℃	18mm	--	--
青龙	5月	25℃	11℃	37mm	--	--
青龙	6月	28℃	16℃	80mm	--	--
青龙	7月	30℃	20℃	142mm	--	--
青龙	8月	29℃	18℃	110mm	--	--
青龙	9月	25℃	12℃	42mm	--	--
青龙	10月	18℃	4℃	24mm	--	--
青龙	11月	8℃	-4℃	7mm	--	--
青龙	12月	2℃	-11℃	2mm	--	--
清原	1月	-6℃	-22℃	8mm	7℃(1979)	7℃(1979)
清原	2月	-2℃	-17℃	8mm	16℃(1992)	16℃(1992)
清原	3月	6℃	-7℃	19mm	21℃(2002)	21℃(2002)
清原	4月	16℃	1℃	44mm	30℃(1998)	30℃(1998)
清原	5月	23℃	8℃	63mm	34℃(2001)	34℃(2001)
清原	6月	26℃	14℃	111mm	37℃(1999)	37℃(1999)
清原	7月	29℃	18℃	197mm	37℃(1982)	37℃(1982)
清原	8月	28℃	17℃	188mm	37℃(1989)	37℃(1989)
清原	9月	23℃	9℃	67mm	32℃(1999)	32℃(1999)
清原	10月	15℃	1℃	47mm	30℃(1978)	30℃(1978)
清原	11月	5℃	-8℃	25mm	21℃(1971)	21℃(1971)
清原	12月	-3℃	-17℃	11mm	12℃(1968)	12℃(1968)
清远	1月	-6℃	-21℃	5mm	--	--
清远	2月	-2℃	-16℃	4mm	--	--
清远	3月	6℃	-7℃	14mm	--	--
清远	4月	16℃	2℃	33mm	--	--
清远	5月	22℃	8℃	39mm	--	--
清远	6月	27℃	14℃	82mm	--	--
清远	7月	29℃	19℃	153mm	--	--
清远	8月	28℃	18℃	128mm	--	--
清远	9月	23℃	9℃	42mm	--	--
清远	10月	15℃	1℃	31mm	--	--
清远	11月	4℃	-7℃	17mm	--	--
清远	12月	-3℃	-16℃	8mm	--	--
琼海	1月	23℃	16℃	21mm	--	--
琼海	2月	24℃	18℃	36mm	--	--
琼海	3月	27℃	20℃	39mm	--	--
琼海	4月	30℃	23℃	72mm	--	--
琼海	5月	32℃	25℃	168mm	--	--
琼海	6月	33℃	26℃	128mm	--	--
琼海	7月	33℃	26℃	125mm	--	--
琼海	8月	33℃	25℃	203mm	--	--
琼海	9月	31℃	24℃	240mm	--	--
琼海	10月	29℃	23℃	239mm	--	--
琼海	11月	26℃	20℃	90mm	--	--
琼海	12月	23℃	17℃	60mm	--	--
曲麻莱	1月	-5℃	-22℃	3mm	10℃(2007)	10℃(2007)
曲麻莱	2月	-3℃	-19℃	3mm	10℃(2003)	10℃(2003)
曲麻莱	3月	2℃	-14℃	7mm	14℃(2007)	14℃(2007)
曲麻莱	4月	6℃	-8℃	12mm	17℃(1998)	17℃(1998)
曲麻莱	5月	10℃	-3℃	37mm	22℃(1995)	22℃(1995)
曲麻莱	6月	13℃	1℃	81mm	25℃(1961)	25℃(1961)
曲麻莱	7月	16℃	3℃	92mm	25℃(2006)	25℃(2006)
曲麻莱	8月	15℃	2℃	77mm	24℃(1981)	24℃(1981)
曲麻莱	9月	12℃	-1℃	67mm	21℃(1995)	21℃(1995)
曲麻莱	10月	6℃	-7℃	20mm	19℃(2007)	19℃(2007)
曲麻莱	11月	0℃	-17℃	3mm	10℃(1964)	10℃(1964)
曲麻莱	12月	-4℃	-21℃	2mm	9℃(1987)	9℃(1987)
衢州	1月	10℃	2℃	79mm	26℃(1972)	26℃(1972)
衢州	2月	11℃	4℃	113mm	28℃(1998)	28℃(1998)
衢州	3月	15℃	8℃	183mm	34℃(2007)	34℃(2007)
衢州	4月	22℃	13℃	210mm	35℃(2004)	35℃(2004)
衢州	5月	26℃	18℃	257mm	37℃(2004)	37℃(2004)
衢州	6月	29℃	22℃	294mm	39℃(1951)	39℃(1951)
衢州	7月	34℃	25℃	136mm	41℃(2003)	41℃(2003)
衢州	8月	33℃	25℃	101mm	41℃(1966)	41℃(1966)
衢州	9月	29℃	21℃	96mm	40℃(1995)	40℃(1995)
衢州	10月	24℃	15℃	66mm	36℃(2005)	36℃(2005)
衢州	11月	18℃	9℃	68mm	32℃(1993)	32℃(1993)
衢州	12月	12℃	4℃	54mm	26℃(1968)	26℃(1968)
泉州	1月	17℃	10℃	29mm	--	--
泉州	2月	17℃	10℃	56mm	--	--
泉州	3月	19℃	12℃	82mm	--	--
泉州	4月	23℃	16℃	100mm	--	--
泉州	5月	27℃	20℃	116mm	--	--
泉州	6月	30℃	24℃	140mm	--	--
泉州	7月	32℃	25℃	104mm	--	--
泉州	8月	32℃	25℃	173mm	--	--
泉州	9月	30℃	24℃	125mm	--	--
泉州	10月	27℃	20℃	30mm	--	--
泉州	11月	24℃	16℃	18mm	--	--
泉州	12月	19℃	12℃	22mm	--	--
日照	1月	4℃	-4℃	13mm	15℃(1979)	15℃(1979)
日照	2月	5℃	-2℃	17mm	19℃(1996)	19℃(1996)
日照	3月	10℃	2℃	25mm	25℃(2002)	25℃(2002)
日照	4月	16℃	8℃	45mm	34℃(2005)	34℃(2005)
日照	5月	21℃	14℃	62mm	37℃(1967)	37℃(1967)
日照	6月	25℃	19℃	106mm	38℃(1977)	38℃(1977)
日照	7月	28℃	23℃	218mm	41℃(2002)	41℃(2002)
日照	8月	29℃	23℃	178mm	36℃(2002)	36℃(2002)
日照	9月	25℃	18℃	98mm	38℃(2002)	38℃(2002)
日照	10月	20℃	12℃	45mm	30℃(1997)	30℃(1997)
日照	11月	13℃	5℃	29mm	26℃(2006)	26℃(2006)
日照	12月	6℃	-1℃	13mm	18℃(1968)	18℃(1968)
榕江	1月	12℃	5℃	35mm	31℃(1966)	31℃(1966)
榕江	2月	14℃	7℃	42mm	32℃(1979)	32℃(1979)
榕江	3月	19℃	10℃	62mm	35℃(1988)	35℃(1988)
榕江	4月	24℃	15℃	113mm	37℃(1955)	37℃(1955)
榕江	5月	28℃	19℃	198mm	38℃(2005)	38℃(2005)
榕江	6月	31℃	22℃	213mm	38℃(2004)	38℃(2004)
榕江	7月	33℃	24℃	166mm	39℃(1961)	39℃(1961)
榕江	8月	33℃	23℃	139mm	40℃(1966)	40℃(1966)
榕江	9月	30℃	20℃	71mm	39℃(1963)	39℃(1963)
榕江	10月	25℃	16℃	82mm	37℃(2005)	37℃(2005)
榕江	11月	20℃	11℃	52mm	33℃(1966)	33℃(1966)
榕江	12月	15℃	7℃	27mm	31℃(1974)	31℃(1974)
融安	1月	13℃	6℃	58mm	29℃(1969)	29℃(1969)
融安	2月	14℃	8℃	80mm	33℃(1979)	33℃(1979)
融安	3月	18℃	11℃	107mm	34℃(1988)	34℃(1988)
融安	4月	24℃	16℃	203mm	35℃(1957)	35℃(1957)
融安	5月	28℃	20℃	314mm	36℃(1958)	36℃(1958)
融安	6月	31℃	23℃	396mm	38℃(1961)	38℃(1961)
融安	7月	33℃	25℃	263mm	39℃(1971)	39℃(1971)
融安	8月	33℃	24℃	184mm	39℃(2005)	39℃(2005)
融安	9月	31℃	21℃	81mm	38℃(1963)	38℃(1963)
融安	10月	26℃	17℃	87mm	36℃(2005)	36℃(2005)
融安	11月	21℃	12℃	77mm	33℃(1974)	33℃(1974)
融安	12月	16℃	7℃	45mm	29℃(2002)	29℃(2002)
瑞丽	1月	23℃	7℃	12mm	28℃(2005)	28℃(2005)
瑞丽	2月	25℃	9℃	17mm	31℃(1999)	31℃(1999)
瑞丽	3月	29℃	12℃	18mm	34℃(2004)	34℃(2004)
瑞丽	4月	31℃	16℃	48mm	36℃(1973)	36℃(1973)
瑞丽	5月	30℃	19℃	156mm	37℃(1960)	37℃(1960)
瑞丽	6月	29℃	22℃	264mm	36℃(1979)	36℃(1979)
瑞丽	7月	28℃	22℃	315mm	35℃(1962)	35℃(1962)
瑞丽	8月	29℃	22℃	255mm	35℃(2006)	35℃(2006)
瑞丽	9月	29℃	21℃	154mm	35℃(1977)	35℃(1977)
瑞丽	10月	28℃	18℃	123mm	34℃(2007)	34℃(2007)
瑞丽	11月	25℃	13℃	48mm	31℃(1974)	31℃(1974)
瑞丽	12月	23℃	9℃	13mm	28℃(1969)	28℃(1969)
若尔盖	1月	1℃	-19℃	5mm	16℃(1964)	16℃(1964)
若尔盖	2月	2℃	-15℃	8mm	16℃(1973)	16℃(1973)
若尔盖	3月	6℃	-9℃	17mm	21℃(1966)	21℃(1966)
若尔盖	4月	10℃	-4℃	36mm	24℃(1998)	24℃(1998)
若尔盖	5月	13℃	0℃	78mm	23℃(1998)	23℃(1998)
若尔盖	6月	15℃	3℃	97mm	24℃(1987)	24℃(1987)
若尔盖	7月	18℃	5℃	118mm	25℃(2000)	25℃(2000)
若尔盖	8月	17℃	4℃	111mm	26℃(2006)	26℃(2006)
若尔盖	9月	14℃	2℃	105mm	26℃(2008)	26℃(2008)
若尔盖	10月	9℃	-3℃	55mm	23℃(1973)	23℃(1973)
若尔盖	11月	5℃	-10℃	9mm	19℃(1959)	19℃(1959)
若尔盖	12月	2℃	-17℃	3mm	13℃(2002)	13℃(2002)
若羌	1月	-1℃	-13℃	1mm	10℃(2000)	10℃(2000)
若羌	2月	6℃	-8℃	0mm	19℃(2007)	19℃(2007)
若羌	3月	16℃	0℃	1mm	30℃(1964)	30℃(1964)
若羌	4月	24℃	7℃	1mm	37℃(1994)	37℃(1994)
若羌	5月	30℃	12℃	3mm	41℃(1956)	41℃(1956)
若羌	6月	34℃	17℃	5mm	43℃(1966)	43℃(1966)
若羌	7月	36℃	19℃	9mm	44℃(1956)	44℃(1956)
若羌	8月	35℃	17℃	5mm	43℃(1983)	43℃(1983)
若羌	9月	30℃	11℃	1mm	40℃(1998)	40℃(1998)
若羌	10月	21℃	3℃	0mm	33℃(1987)	33℃(1987)
若羌	11月	10℃	-4℃	0mm	25℃(1979)	25℃(1979)
若羌	12月	1℃	-11℃	1mm	18℃(1996)	18℃(1996)
三门峡	1月	5℃	-4℃	5mm	16℃(1979)	16℃(1979)
三门峡	2月	8℃	-1℃	7mm	23℃(1979)	23℃(1979)
三门峡	3月	14℃	4℃	20mm	30℃(1963)	30℃(1963)
三门峡	4月	21℃	10℃	38mm	37℃(1994)	37℃(1994)
三门峡	5月	27℃	15℃	54mm	40℃(2000)	40℃(2000)
三门峡	6月	31℃	20℃	65mm	43℃(1966)	43℃(1966)
三门峡	7月	32℃	22℃	114mm	42℃(2002)	42℃(2002)
三门峡	8月	31℃	22℃	86mm	40℃(1969)	40℃(1969)
三门峡	9月	25℃	16℃	84mm	39℃(2002)	39℃(2002)
三门峡	10月	20℃	10℃	51mm	33℃(1977)	33℃(1977)
三门峡	11月	13℃	3℃	22mm	26℃(1979)	26℃(1979)
三门峡	12月	6℃	-3℃	5mm	18℃(2008)	18℃(2008)
三穗	1月	8℃	1℃	34mm	26℃(1967)	26℃(1967)
三穗	2月	9℃	3℃	39mm	30℃(2003)	30℃(2003)
三穗	3月	14℃	7℃	65mm	34℃(1988)	34℃(1988)
三穗	4月	21℃	12℃	114mm	35℃(1958)	35℃(1958)
三穗	5月	25℃	16℃	175mm	34℃(1991)	34℃(1991)
三穗	6月	28℃	20℃	162mm	36℃(2004)	36℃(2004)
三穗	7月	30℃	22℃	136mm	37℃(2002)	37℃(2002)
三穗	8月	30℃	21℃	132mm	37℃(1966)	37℃(1966)
三穗	9月	27℃	17℃	70mm	36℃(2006)	36℃(2006)
三穗	10月	21℃	13℃	86mm	34℃(2005)	34℃(2005)
三穗	11月	15℃	8℃	59mm	30℃(2005)	30℃(2005)
三穗	12月	10℃	3℃	29mm	25℃(1968)	25℃(1968)
桑植	1月	9℃	2℃	32mm	21℃(2002)	21℃(2002)
桑植	2月	11℃	3℃	45mm	24℃(1979)	24℃(1979)
桑植	3月	15℃	7℃	75mm	31℃(2007)	31℃(2007)
桑植	4月	22℃	13℃	142mm	36℃(2004)	36℃(2004)
桑植	5月	26℃	17℃	203mm	37℃(1958)	37℃(1958)
桑植	6月	29℃	21℃	237mm	38℃(1981)	38℃(1981)
桑植	7月	32℃	23℃	230mm	40℃(1971)	40℃(1971)
桑植	8月	32℃	23℃	154mm	41℃(1981)	41℃(1981)
桑植	9月	28℃	19℃	100mm	38℃(1995)	38℃(1995)
桑植	10月	22℃	14℃	106mm	34℃(1999)	34℃(1999)
桑植	11月	17℃	9℃	62mm	30℃(1979)	30℃(1979)
桑植	12月	11℃	4℃	29mm	24℃(1968)	24℃(1968)
色达	1月	1℃	-20℃	4mm	16℃(2007)	16℃(2007)
色达	2月	2℃	-17℃	8mm	14℃(1991)	14℃(1991)
色达	3月	6℃	-11℃	16mm	17℃(2007)	17℃(2007)
色达	4月	10℃	-6℃	25mm	21℃(1966)	21℃(1966)
色达	5月	13℃	-1℃	64mm	23℃(1966)	23℃(1966)
色达	6月	15℃	3℃	135mm	24℃(1961)	24℃(1961)
色达	7月	17℃	5℃	139mm	26℃(2006)	26℃(2006)
色达	8月	17℃	3℃	111mm	24℃(2006)	24℃(2006)
色达	9月	14℃	1℃	108mm	22℃(1982)	22℃(1982)
色达	10月	10℃	-4℃	38mm	21℃(2000)	21℃(2000)
色达	11月	5℃	-13℃	7mm	17℃(1981)	17℃(1981)
色达	12月	2℃	-19℃	4mm	13℃(1987)	13℃(1987)
莎车	1月	0℃	-11℃	2mm	19℃(2000)	19℃(2000)
莎车	2月	6℃	-6℃	2mm	20℃(1960)	20℃(1960)
莎车	3月	15℃	2℃	3mm	29℃(1974)	29℃(1974)
莎车	4月	23℃	9℃	4mm	34℃(1956)	34℃(1956)
莎车	5月	27℃	13℃	9mm	37℃(1956)	37℃(1956)
莎车	6月	31℃	17℃	8mm	41℃(2005)	41℃(2005)
莎车	7月	33℃	19℃	8mm	42℃(1958)	42℃(1958)
莎车	8月	31℃	17℃	8mm	39℃(1983)	39℃(1983)
莎车	9月	27℃	12℃	4mm	36℃(1970)	36℃(1970)
莎车	10月	20℃	4℃	2mm	32℃(1959)	32℃(1959)
莎车	11月	11℃	-2℃	1mm	25℃(2006)	25℃(2006)
莎车	12月	2℃	-8℃	1mm	20℃(2008)	20℃(2008)
山丹	1月	-1℃	-17℃	3mm	19℃(1972)	19℃(1972)
山丹	2月	3℃	-13℃	3mm	20℃(2008)	20℃(2008)
山丹	3月	9℃	-6℃	5mm	25℃(1955)	25℃(1955)
山丹	4月	16℃	1℃	8mm	32℃(2004)	32℃(2004)
山丹	5月	22℃	7℃	19mm	34℃(1978)	34℃(1978)
山丹	6月	26℃	11℃	32mm	36℃(1961)	36℃(1961)
山丹	7月	28℃	14℃	44mm	40℃(1997)	40℃(1997)
山丹	8月	27℃	13℃	44mm	38℃(1973)	38℃(1973)
